pO2,pCO2,f1,f2
68.45,48.6,0.00310556,0.0377048
68.45,48.8,0.00305158,0.0385803
68.45,49,0.00299765,0.0394532
68.45,49.2,0.00294375,0.0403234
68.45,49.4,0.00288991,0.041191
68.45,49.6,0.0028361,0.0420559
68.45,49.8,0.00278235,0.0429182
68.45,50,0.00272863,0.0437779
68.45,50.2,0.00267496,0.044635
68.45,50.4,0.00262134,0.0454896
68.45,50.6,0.00256776,0.0463415
68.45,50.8,0.00251423,0.047191
68.45,51,0.00246075,0.0480379
68.45,51.2,0.00240731,0.0488824
68.45,51.4,0.00235392,0.0497243
68.45,51.6,0.00230057,0.0505638
68.45,51.8,0.00224727,0.0514008
68.45,52,0.00219402,0.0522353
68.45,52.2,0.00214081,0.0530675
68.45,52.4,0.00208765,0.0538972
68.45,52.6,0.00203454,0.0547245
68.45,52.8,0.00198148,0.0555495
68.45,53,0.00192847,0.056372
68.45,53.2,0.0018755,0.0571922
68.45,53.4,0.00182258,0.0580101
68.45,53.6,0.00176971,0.0588256
68.45,53.8,0.00171689,0.0596389
68.45,54,0.00166411,0.0604498
68.45,54.2,0.00161139,0.0612584
68.45,54.4,0.00155871,0.0620648
68.45,54.6,0.00150608,0.0628689
68.45,54.8,0.00145351,0.0636708
68.45,55,0.00140098,0.0644704
68.45,55.2,0.0013485,0.0652678
68.45,55.4,0.00129607,0.066063
68.45,55.6,0.00124369,0.066856
68.45,55.8,0.00119136,0.0676468
68.45,56,0.00113908,0.0684355
68.45,56.2,0.00108685,0.069222
68.45,56.4,0.00103467,0.0700063
68.45,56.6,0.000982541,0.0707886
68.45,56.8,0.000930463,0.0715687
68.45,57,0.000878435,0.0723467
68.45,57.2,0.000826459,0.0731226
68.45,57.4,0.000774533,0.0738964
68.45,57.6,0.000722658,0.0746681
68.45,57.8,0.000670834,0.0754378
68.45,58,0.000619062,0.0762054
68.45,58.2,0.000567341,0.076971
68.45,58.4,0.000515671,0.0777346
68.45,58.6,0.000464053,0.0784961
68.45,58.8,0.000412487,0.0792556
68.45,59,0.000360973,0.0800132
68.45,59.2,0.00030951,0.0807687
68.45,59.4,0.0002581,0.0815223
68.45,59.6,0.000206741,0.082274
68.45,59.8,0.000155435,0.0830236
68.45,60,0.000104182,0.0837714
68.45,60.2,5.29803e-05,0.0845172
68.45,60.4,1.83146e-06,0.0852611
68.45,60.6,-4.92647e-05,0.086003
68.45,60.8,-0.000100308,0.0867431
68.45,61,-0.000151299,0.0874813
68.45,61.2,-0.000202237,0.0882176
68.45,61.4,-0.000253122,0.088952
68.45,61.6,-0.000303953,0.0896846
68.45,61.8,-0.000354732,0.0904153
68.45,62,-0.000405458,0.0911442
68.45,62.2,-0.00045613,0.0918713
68.45,62.4,-0.000506749,0.0925965
68.45,62.6,-0.000557314,0.0933199
68.45,62.8,-0.000607826,0.0940416
68.45,63,-0.000658284,0.0947614
68.45,63.2,-0.000708689,0.0954794
68.45,63.4,-0.00075904,0.0961957
68.45,63.6,-0.000809337,0.0969102
68.45,63.8,-0.00085958,0.097623
68.45,64,-0.00090977,0.098334
68.45,64.2,-0.000959905,0.0990432
68.45,64.4,-0.00100999,0.0997507
68.45,64.6,-0.00106001,0.100457
68.45,64.8,-0.00110999,0.101161
68.45,65,-0.00115991,0.101863
68.45,65.2,-0.00120977,0.102564
68.45,65.4,-0.00125958,0.103263
68.45,65.6,-0.00130934,0.10396
68.45,65.8,-0.00135904,0.104656
68.45,66,-0.00140868,0.10535
68.45,66.2,-0.00145828,0.106042
68.45,66.4,-0.00150781,0.106733
68.45,66.6,-0.0015573,0.107422
68.45,66.8,-0.00160673,0.108109
68.45,67,-0.0016561,0.108795
68.45,67.2,-0.00170542,0.109479
68.45,67.4,-0.00175468,0.110162
68.45,67.6,-0.00180389,0.110843
68.45,67.8,-0.00185304,0.111522
68.45,68,-0.00190214,0.1122
68.45,68.2,-0.00195119,0.112876
68.45,68.4,-0.00200018,0.113551
68.45,68.6,-0.00204911,0.114224
68.45,68.8,-0.00209799,0.114896
68.45,69,-0.00214681,0.115566
68.45,69.2,-0.00219558,0.116234
68.45,69.4,-0.0022443,0.116901
68.45,69.6,-0.00229296,0.117566
68.45,69.8,-0.00234156,0.11823
68.45,70,-0.00239011,0.118893
68.9,30,0.00846691,-0.0588323
68.9,30.2,0.00841111,-0.0575932
68.9,30.4,0.00835533,-0.0563598
68.9,30.6,0.00829955,-0.055132
68.9,30.8,0.00824377,-0.0539098
68.9,31,0.00818801,-0.0526932
68.9,31.2,0.00813226,-0.051482
68.9,31.4,0.00807651,-0.0502762
68.9,31.6,0.00802078,-0.0490758
68.9,31.8,0.00796506,-0.0478807
68.9,32,0.00790935,-0.0466909
68.9,32.2,0.00785365,-0.0455063
68.9,32.4,0.00779797,-0.0443268
68.9,32.6,0.00774229,-0.0431525
68.9,32.8,0.00768664,-0.0419832
68.9,33,0.00763099,-0.0408189
68.9,33.2,0.00757536,-0.0396596
68.9,33.4,0.00751975,-0.0385053
68.9,33.6,0.00746415,-0.0373558
68.9,33.8,0.00740857,-0.0362111
68.9,34,0.00735301,-0.0350712
68.9,34.2,0.00729746,-0.0339361
68.9,34.4,0.00724193,-0.0328056
68.9,34.6,0.00718642,-0.0316798
68.9,34.8,0.00713093,-0.0305586
68.9,35,0.00707546,-0.029442
68.9,35.2,0.00702001,-0.02833
68.9,35.4,0.00696458,-0.0272224
68.9,35.6,0.00690917,-0.0261193
68.9,35.8,0.00685378,-0.0250205
68.9,36,0.00679841,-0.0239262
68.9,36.2,0.00674307,-0.0228362
68.9,36.4,0.00668774,-0.0217505
68.9,36.6,0.00663245,-0.0206691
68.9,36.8,0.00657717,-0.0195919
68.9,37,0.00652192,-0.0185189
68.9,37.2,0.00646669,-0.01745
68.9,37.4,0.00641149,-0.0163853
68.9,37.6,0.00635631,-0.0153246
68.9,37.8,0.00630116,-0.014268
68.9,38,0.00624603,-0.0132154
68.9,38.2,0.00619093,-0.0121669
68.9,38.4,0.00613586,-0.0111222
68.9,38.6,0.00608082,-0.0100815
68.9,38.8,0.0060258,-0.00904468
68.9,39,0.00597081,-0.00801171
68.9,39.2,0.00591585,-0.00698257
68.9,39.4,0.00586092,-0.00595723
68.9,39.6,0.00580601,-0.00493565
68.9,39.8,0.00575114,-0.00391782
68.9,40,0.0056963,-0.00290368
68.9,40.2,0.00564148,-0.00189323
68.9,40.4,0.0055867,-0.000886429
68.9,40.6,0.00553195,0.000116753
68.9,40.8,0.00547723,0.00111634
68.9,41,0.00542254,0.00211236
68.9,41.2,0.00536788,0.00310485
68.9,41.4,0.00531326,0.00409382
68.9,41.6,0.00525867,0.00507931
68.9,41.8,0.00520411,0.00606134
68.9,42,0.00514959,0.00703993
68.9,42.2,0.0050951,0.00801512
68.9,42.4,0.00504064,0.00898693
68.9,42.6,0.00498622,0.00995539
68.9,42.8,0.00493183,0.0109205
68.9,43,0.00487748,0.0118823
68.9,43.2,0.00482316,0.0128409
68.9,43.4,0.00476888,0.0137961
68.9,43.6,0.00471463,0.0147482
68.9,43.8,0.00466042,0.015697
68.9,44,0.00460625,0.0166426
68.9,44.2,0.00455211,0.0175851
68.9,44.4,0.00449801,0.0185244
68.9,44.6,0.00444395,0.0194606
68.9,44.8,0.00438993,0.0203937
68.9,45,0.00433594,0.0213238
68.9,45.2,0.00428199,0.0222508
68.9,45.4,0.00422808,0.0231747
68.9,45.6,0.00417421,0.0240956
68.9,45.8,0.00412038,0.0250136
68.9,46,0.00406659,0.0259285
68.9,46.2,0.00401284,0.0268405
68.9,46.4,0.00395912,0.0277496
68.9,46.6,0.00390545,0.0286558
68.9,46.8,0.00385182,0.0295591
68.9,47,0.00379823,0.0304595
68.9,47.2,0.00374468,0.0313571
68.9,47.4,0.00369116,0.0322518
68.9,47.6,0.0036377,0.0331437
68.9,47.8,0.00358427,0.0340328
68.9,48,0.00353088,0.0349192
68.9,48.2,0.00347754,0.0358028
68.9,48.4,0.00342424,0.0366836
68.9,48.6,0.00337098,0.0375617
68.9,48.8,0.00331776,0.0384371
68.9,49,0.00326459,0.0393099
68.9,49.2,0.00321146,0.0401799
68.9,49.4,0.00315837,0.0410473
68.9,49.6,0.00310533,0.0419121
68.9,49.8,0.00305233,0.0427743
68.9,50,0.00299937,0.0436338
68.9,50.2,0.00294646,0.0444908
68.9,50.4,0.00289359,0.0453452
68.9,50.6,0.00284077,0.0461971
68.9,50.8,0.00278799,0.0470464
68.9,51,0.00273525,0.0478932
68.9,51.2,0.00268256,0.0487375
68.9,51.4,0.00262992,0.0495793
68.9,51.6,0.00257732,0.0504186
68.9,51.8,0.00252477,0.0512555
68.9,52,0.00247226,0.0520899
68.9,52.2,0.0024198,0.0529219
68.9,52.4,0.00236739,0.0537515
68.9,52.6,0.00231502,0.0545787
68.9,52.8,0.0022627,0.0554035
68.9,53,0.00221042,0.0562259
68.9,53.2,0.0021582,0.057046
68.9,53.4,0.00210601,0.0578637
68.9,53.6,0.00205388,0.0586791
68.9,53.8,0.00200179,0.0594922
68.9,54,0.00194975,0.060303
68.9,54.2,0.00189776,0.0611115
68.9,54.4,0.00184582,0.0619178
68.9,54.6,0.00179392,0.0627217
68.9,54.8,0.00174207,0.0635235
68.9,55,0.00169027,0.064323
68.9,55.2,0.00163852,0.0651203
68.9,55.4,0.00158682,0.0659153
68.9,55.6,0.00153517,0.0667082
68.9,55.8,0.00148356,0.0674989
68.9,56,0.001432,0.0682875
68.9,56.2,0.0013805,0.0690738
68.9,56.4,0.00132904,0.0698581
68.9,56.6,0.00127763,0.0706402
68.9,56.8,0.00122627,0.0714201
68.9,57,0.00117496,0.072198
68.9,57.2,0.0011237,0.0729738
68.9,57.4,0.00107249,0.0737475
68.9,57.6,0.00102133,0.0745191
68.9,57.8,0.000970216,0.0752887
68.9,58,0.000919156,0.0760562
68.9,58.2,0.000868145,0.0768216
68.9,58.4,0.000817185,0.0775851
68.9,58.6,0.000766276,0.0783465
68.9,58.8,0.000715417,0.0791059
68.9,59,0.000664608,0.0798634
68.9,59.2,0.000613851,0.0806188
68.9,59.4,0.000563144,0.0813723
68.9,59.6,0.000512488,0.0821238
68.9,59.8,0.000461884,0.0828734
68.9,60,0.00041133,0.083621
68.9,60.2,0.000360828,0.0843667
68.9,60.4,0.000310377,0.0851104
68.9,60.6,0.000259978,0.0858523
68.9,60.8,0.00020963,0.0865923
68.9,61,0.000159334,0.0873303
68.9,61.2,0.00010909,0.0880665
68.9,61.4,5.88972e-05,0.0888009
68.9,61.6,8.7565e-06,0.0895333
68.9,61.8,-4.13322e-05,0.090264
68.9,62,-9.13689e-05,0.0909927
68.9,62.2,-0.000141353,0.0917197
68.9,62.4,-0.000191286,0.0924448
68.9,62.6,-0.000241166,0.0931681
68.9,62.8,-0.000290993,0.0938896
68.9,63,-0.000340768,0.0946094
68.9,63.2,-0.000390491,0.0953273
68.9,63.4,-0.000440161,0.0960435
68.9,63.6,-0.000489779,0.0967579
68.9,63.8,-0.000539343,0.0974705
68.9,64,-0.000588855,0.0981814
68.9,64.2,-0.000638314,0.0988906
68.9,64.4,-0.000687721,0.099598
68.9,64.6,-0.000737074,0.100304
68.9,64.8,-0.000786374,0.101008
68.9,65,-0.000835621,0.10171
68.9,65.2,-0.000884815,0.102411
68.9,65.4,-0.000933956,0.103109
68.9,65.6,-0.000983043,0.103807
68.9,65.8,-0.00103208,0.104502
68.9,66,-0.00108106,0.105196
68.9,66.2,-0.00112999,0.105888
68.9,66.4,-0.00117886,0.106579
68.9,66.6,-0.00122768,0.107268
68.9,66.8,-0.00127645,0.107955
68.9,67,-0.00132516,0.108641
68.9,67.2,-0.00137382,0.109325
68.9,67.4,-0.00142243,0.110008
68.9,67.6,-0.00147098,0.110688
68.9,67.8,-0.00151948,0.111368
68.9,68,-0.00156792,0.112045
68.9,68.2,-0.00161631,0.112722
68.9,68.4,-0.00166465,0.113396
68.9,68.6,-0.00171293,0.114069
68.9,68.8,-0.00176116,0.114741
68.9,69,-0.00180933,0.115411
68.9,69.2,-0.00185745,0.116079
68.9,69.4,-0.00190552,0.116746
68.9,69.6,-0.00195353,0.117411
68.9,69.8,-0.00200149,0.118075
68.9,70,-0.0020494,0.118737
69.35,30,0.0086529,-0.0589561
69.35,30.2,0.00859794,-0.0577173
69.35,30.4,0.00854298,-0.0564841
69.35,30.6,0.00848803,-0.0552566
69.35,30.8,0.00843309,-0.0540347
69.35,31,0.00837816,-0.0528183
69.35,31.2,0.00832324,-0.0516073
69.35,31.4,0.00826832,-0.0504018
69.35,31.6,0.00821342,-0.0492016
69.35,31.8,0.00815852,-0.0480068
69.35,32,0.00810364,-0.0468172
69.35,32.2,0.00804877,-0.0456328
69.35,32.4,0.00799391,-0.0444536
69.35,32.6,0.00793906,-0.0432795
69.35,32.8,0.00788423,-0.0421104
69.35,33,0.00782941,-0.0409464
69.35,33.2,0.0077746,-0.0397873
69.35,33.4,0.00771981,-0.0386332
69.35,33.6,0.00766503,-0.0374839
69.35,33.8,0.00761027,-0.0363394
69.35,34,0.00755553,-0.0351998
69.35,34.2,0.0075008,-0.0340648
69.35,34.4,0.00744609,-0.0329346
69.35,34.6,0.0073914,-0.031809
69.35,34.8,0.00733672,-0.0306881
69.35,35,0.00728207,-0.0295717
69.35,35.2,0.00722743,-0.0284598
69.35,35.4,0.00717282,-0.0273524
69.35,35.6,0.00711822,-0.0262495
69.35,35.8,0.00706364,-0.025151
69.35,36,0.00700909,-0.0240569
69.35,36.2,0.00695455,-0.0229671
69.35,36.4,0.00690004,-0.0218816
69.35,36.6,0.00684555,-0.0208004
69.35,36.8,0.00679108,-0.0197234
69.35,37,0.00673664,-0.0186506
69.35,37.2,0.00668222,-0.0175819
69.35,37.4,0.00662782,-0.0165174
69.35,37.6,0.00657345,-0.0154569
69.35,37.8,0.0065191,-0.0144005
69.35,38,0.00646478,-0.0133481
69.35,38.2,0.00641048,-0.0122998
69.35,38.4,0.00635621,-0.0112553
69.35,38.6,0.00630197,-0.0102148
69.35,38.8,0.00624775,-0.00917815
69.35,39,0.00619356,-0.00814538
69.35,39.2,0.0061394,-0.00711643
69.35,39.4,0.00608526,-0.00609127
69.35,39.6,0.00603116,-0.00506988
69.35,39.8,0.00597708,-0.00405223
69.35,40,0.00592303,-0.00303828
69.35,40.2,0.00586901,-0.00202801
69.35,40.4,0.00581502,-0.00102139
69.35,40.6,0.00576106,-1.83908e-05
69.35,40.8,0.00570713,0.000981017
69.35,41,0.00565323,0.00197686
69.35,41.2,0.00559936,0.00296917
69.35,41.4,0.00554553,0.00395796
69.35,41.6,0.00549172,0.00494327
69.35,41.8,0.00543795,0.00592513
69.35,42,0.00538421,0.00690355
69.35,42.2,0.0053305,0.00787857
69.35,42.4,0.00527683,0.0088502
69.35,42.6,0.00522319,0.00981848
69.35,42.8,0.00516958,0.0107834
69.35,43,0.00511601,0.0117451
69.35,43.2,0.00506247,0.0127034
69.35,43.4,0.00500897,0.0136585
69.35,43.6,0.0049555,0.0146104
69.35,43.8,0.00490207,0.0155591
69.35,44,0.00484867,0.0165046
69.35,44.2,0.00479531,0.0174469
69.35,44.4,0.00474198,0.018386
69.35,44.6,0.00468869,0.0193221
69.35,44.8,0.00463544,0.020255
69.35,45,0.00458222,0.0211849
69.35,45.2,0.00452904,0.0221117
69.35,45.4,0.0044759,0.0230355
69.35,45.6,0.0044228,0.0239563
69.35,45.8,0.00436973,0.024874
69.35,46,0.0043167,0.0257889
69.35,46.2,0.00426371,0.0267007
69.35,46.4,0.00421076,0.0276096
69.35,46.6,0.00415785,0.0285157
69.35,46.8,0.00410498,0.0294188
69.35,47,0.00405215,0.0303191
69.35,47.2,0.00399936,0.0312165
69.35,47.4,0.0039466,0.032111
69.35,47.6,0.00389389,0.0330028
69.35,47.8,0.00384122,0.0338918
69.35,48,0.00378859,0.034778
69.35,48.2,0.003736,0.0356614
69.35,48.4,0.00368345,0.0365421
69.35,48.6,0.00363094,0.0374201
69.35,48.8,0.00357847,0.0382954
69.35,49,0.00352605,0.0391679
69.35,49.2,0.00347367,0.0400379
69.35,49.4,0.00342133,0.0409051
69.35,49.6,0.00336903,0.0417698
69.35,49.8,0.00331677,0.0426318
69.35,50,0.00326456,0.0434912
69.35,50.2,0.00321239,0.044348
69.35,50.4,0.00316026,0.0452023
69.35,50.6,0.00310818,0.046054
69.35,50.8,0.00305614,0.0469032
69.35,51,0.00300415,0.0477498
69.35,51.2,0.0029522,0.048594
69.35,51.4,0.00290029,0.0494356
69.35,51.6,0.00284843,0.0502748
69.35,51.8,0.00279661,0.0511116
69.35,52,0.00274483,0.0519459
69.35,52.2,0.00269311,0.0527777
69.35,52.4,0.00264142,0.0536072
69.35,52.6,0.00258978,0.0544342
69.35,52.8,0.00253819,0.0552589
69.35,53,0.00248664,0.0560812
69.35,53.2,0.00243514,0.0569012
69.35,53.4,0.00238368,0.0577188
69.35,53.6,0.00233227,0.058534
69.35,53.8,0.00228091,0.059347
69.35,54,0.00222959,0.0601577
69.35,54.2,0.00217832,0.0609661
69.35,54.4,0.0021271,0.0617722
69.35,54.6,0.00207592,0.062576
69.35,54.8,0.00202479,0.0633776
69.35,55,0.00197371,0.064177
69.35,55.2,0.00192267,0.0649742
69.35,55.4,0.00187168,0.0657691
69.35,55.6,0.00182074,0.0665619
69.35,55.8,0.00176985,0.0673525
69.35,56,0.001719,0.0681409
69.35,56.2,0.00166821,0.0689271
69.35,56.4,0.00161746,0.0697112
69.35,56.6,0.00156676,0.0704932
69.35,56.8,0.0015161,0.0712731
69.35,57,0.0014655,0.0720508
69.35,57.2,0.00141494,0.0728265
69.35,57.4,0.00136443,0.0736001
69.35,57.6,0.00131398,0.0743716
69.35,57.8,0.00126357,0.075141
69.35,58,0.0012132,0.0759084
69.35,58.2,0.00116289,0.0766737
69.35,58.4,0.00111263,0.0774371
69.35,58.6,0.00106242,0.0781984
69.35,58.8,0.00101225,0.0789577
69.35,59,0.00096214,0.079715
69.35,59.2,0.000912076,0.0804703
69.35,59.4,0.000862061,0.0812237
69.35,59.6,0.000812097,0.0819751
69.35,59.8,0.000762182,0.0827245
69.35,60,0.000712317,0.0834721
69.35,60.2,0.000662503,0.0842176
69.35,60.4,0.000612739,0.0849613
69.35,60.6,0.000563025,0.0857031
69.35,60.8,0.000513361,0.0864429
69.35,61,0.000463748,0.0871809
69.35,61.2,0.000414186,0.087917
69.35,61.4,0.000364674,0.0886512
69.35,61.6,0.000315214,0.0893835
69.35,61.8,0.000265804,0.0901141
69.35,62,0.000216445,0.0908427
69.35,62.2,0.000167137,0.0915696
69.35,62.4,0.00011788,0.0922946
69.35,62.6,6.86741e-05,0.0930178
69.35,62.8,1.95197e-05,0.0937392
69.35,63,-2.95834e-05,0.0944588
69.35,63.2,-7.86351e-05,0.0951767
69.35,63.4,-0.000127635,0.0958927
69.35,63.6,-0.000176584,0.096607
69.35,63.8,-0.000225481,0.0973196
69.35,64,-0.000274326,0.0980304
69.35,64.2,-0.00032312,0.0987394
69.35,64.4,-0.000371862,0.0994467
69.35,64.6,-0.000420552,0.100152
69.35,64.8,-0.00046919,0.100856
69.35,65,-0.000517776,0.101558
69.35,65.2,-0.00056631,0.102259
69.35,65.4,-0.000614792,0.102958
69.35,65.6,-0.000663222,0.103655
69.35,65.8,-0.000711599,0.10435
69.35,66,-0.000759925,0.105044
69.35,66.2,-0.000808198,0.105736
69.35,66.4,-0.000856418,0.106427
69.35,66.6,-0.000904587,0.107116
69.35,66.8,-0.000952702,0.107803
69.35,67,-0.00100077,0.108488
69.35,67.2,-0.00104878,0.109172
69.35,67.4,-0.00109673,0.109855
69.35,67.6,-0.00114464,0.110536
69.35,67.8,-0.00119249,0.111215
69.35,68,-0.00124029,0.111892
69.35,68.2,-0.00128804,0.112569
69.35,68.4,-0.00133573,0.113243
69.35,68.6,-0.00138338,0.113916
69.35,68.8,-0.00143096,0.114587
69.35,69,-0.0014785,0.115257
69.35,69.2,-0.00152598,0.115925
69.35,69.4,-0.00157341,0.116592
69.35,69.6,-0.00162079,0.117257
69.35,69.8,-0.00166811,0.117921
69.35,70,-0.00171539,0.118583
69.8,30,0.00883494,-0.0590788
69.8,30.2,0.00878079,-0.0578402
69.8,30.4,0.00872665,-0.0566072
69.8,30.6,0.00867252,-0.05538
69.8,30.8,0.00861839,-0.0541583
69.8,31,0.00856427,-0.0529421
69.8,31.2,0.00851016,-0.0517314
69.8,31.4,0.00845606,-0.0505261
69.8,31.6,0.00840197,-0.0493262
69.8,31.8,0.00834789,-0.0481316
69.8,32,0.00829381,-0.0469422
69.8,32.2,0.00823975,-0.0457581
69.8,32.4,0.0081857,-0.0445791
69.8,32.6,0.00813167,-0.0434052
69.8,32.8,0.00807764,-0.0422364
69.8,33,0.00802363,-0.0410726
69.8,33.2,0.00796963,-0.0399137
69.8,33.4,0.00791564,-0.0387598
69.8,33.6,0.00786167,-0.0376107
69.8,33.8,0.00780772,-0.0364665
69.8,34,0.00775378,-0.0353271
69.8,34.2,0.00769985,-0.0341923
69.8,34.4,0.00764595,-0.0330623
69.8,34.6,0.00759206,-0.031937
69.8,34.8,0.00753818,-0.0308162
69.8,35,0.00748433,-0.0297
69.8,35.2,0.00743049,-0.0285884
69.8,35.4,0.00737667,-0.0274812
69.8,35.6,0.00732288,-0.0263785
69.8,35.8,0.0072691,-0.0252802
69.8,36,0.00721534,-0.0241863
69.8,36.2,0.0071616,-0.0230967
69.8,36.4,0.00710788,-0.0220114
69.8,36.6,0.00705419,-0.0209304
69.8,36.8,0.00700051,-0.0198536
69.8,37,0.00694686,-0.018781
69.8,37.2,0.00689323,-0.0177125
69.8,37.4,0.00683963,-0.0166482
69.8,37.6,0.00678604,-0.0155879
69.8,37.8,0.00673249,-0.0145317
69.8,38,0.00667895,-0.0134796
69.8,38.2,0.00662544,-0.0124313
69.8,38.4,0.00657196,-0.0113871
69.8,38.6,0.0065185,-0.0103468
69.8,38.8,0.00646507,-0.00931032
69.8,39,0.00641166,-0.00827773
69.8,39.2,0.00635828,-0.00724897
69.8,39.4,0.00630493,-0.006224
69.8,39.6,0.0062516,-0.00520279
69.8,39.8,0.00619831,-0.00418532
69.8,40,0.00614504,-0.00317156
69.8,40.2,0.0060918,-0.00216147
69.8,40.4,0.00603859,-0.00115503
69.8,40.6,0.0059854,-0.000152212
69.8,40.8,0.00593225,0.000847018
69.8,41,0.00587913,0.00184268
69.8,41.2,0.00582603,0.00283481
69.8,41.4,0.00577297,0.00382343
69.8,41.6,0.00571994,0.00480857
69.8,41.8,0.00566694,0.00579025
69.8,42,0.00561397,0.0067685
69.8,42.2,0.00556103,0.00774335
69.8,42.4,0.00550813,0.00871481
69.8,42.6,0.00545525,0.00968292
69.8,42.8,0.00540241,0.0106477
69.8,43,0.00534961,0.0116092
69.8,43.2,0.00529683,0.0125674
69.8,43.4,0.00524409,0.0135223
69.8,43.6,0.00519139,0.014474
69.8,43.8,0.00513872,0.0154225
69.8,44,0.00508608,0.0163678
69.8,44.2,0.00503348,0.01731
69.8,44.4,0.00498091,0.018249
69.8,44.6,0.00492838,0.0191849
69.8,44.8,0.00487588,0.0201176
69.8,45,0.00482342,0.0210474
69.8,45.2,0.004771,0.021974
69.8,45.4,0.00471861,0.0228976
69.8,45.6,0.00466626,0.0238183
69.8,45.8,0.00461395,0.0247359
69.8,46,0.00456167,0.0256505
69.8,46.2,0.00450943,0.0265622
69.8,46.4,0.00445723,0.027471
69.8,46.6,0.00440507,0.0283769
69.8,46.8,0.00435295,0.0292799
69.8,47,0.00430086,0.03018
69.8,47.2,0.00424881,0.0310772
69.8,47.4,0.0041968,0.0319717
69.8,47.6,0.00414484,0.0328633
69.8,47.8,0.00409291,0.0337521
69.8,48,0.00404102,0.0346381
69.8,48.2,0.00398916,0.0355214
69.8,48.4,0.00393735,0.036402
69.8,48.6,0.00388558,0.0372798
69.8,48.8,0.00383386,0.038155
69.8,49,0.00378217,0.0390274
69.8,49.2,0.00373052,0.0398972
69.8,49.4,0.00367891,0.0407643
69.8,49.6,0.00362735,0.0416288
69.8,49.8,0.00357582,0.0424907
69.8,50,0.00352434,0.0433499
69.8,50.2,0.0034729,0.0442066
69.8,50.4,0.00342151,0.0450608
69.8,50.6,0.00337015,0.0459123
69.8,50.8,0.00331884,0.0467614
69.8,51,0.00326757,0.0476079
69.8,51.2,0.00321634,0.0484519
69.8,51.4,0.00316516,0.0492934
69.8,51.6,0.00311402,0.0501325
69.8,51.8,0.00306292,0.0509691
69.8,52,0.00301187,0.0518032
69.8,52.2,0.00296086,0.052635
69.8,52.4,0.00290989,0.0534643
69.8,52.6,0.00285897,0.0542912
69.8,52.8,0.00280809,0.0551158
69.8,53,0.00275726,0.0559379
69.8,53.2,0.00270647,0.0567578
69.8,53.4,0.00265573,0.0575752
69.8,53.6,0.00260503,0.0583904
69.8,53.8,0.00255438,0.0592032
69.8,54,0.00250377,0.0600138
69.8,54.2,0.00245321,0.060822
69.8,54.4,0.0024027,0.061628
69.8,54.6,0.00235222,0.0624317
69.8,54.8,0.0023018,0.0632332
69.8,55,0.00225142,0.0640325
69.8,55.2,0.00220109,0.0648295
69.8,55.4,0.0021508,0.0656243
69.8,55.6,0.00210056,0.066417
69.8,55.8,0.00205037,0.0672074
69.8,56,0.00200022,0.0679957
69.8,56.2,0.00195012,0.0687819
69.8,56.4,0.00190007,0.0695658
69.8,56.6,0.00185006,0.0703477
69.8,56.8,0.00180011,0.0711274
69.8,57,0.0017502,0.0719051
69.8,57.2,0.00170033,0.0726806
69.8,57.4,0.00165052,0.0734541
69.8,57.6,0.00160075,0.0742255
69.8,57.8,0.00155103,0.0749948
69.8,58,0.00150135,0.0757621
69.8,58.2,0.00145173,0.0765273
69.8,58.4,0.00140215,0.0772905
69.8,58.6,0.00135263,0.0780517
69.8,58.8,0.00130315,0.0788109
69.8,59,0.00125371,0.0795681
69.8,59.2,0.00120433,0.0803233
69.8,59.4,0.001155,0.0810766
69.8,59.6,0.00110571,0.0818279
69.8,59.8,0.00105648,0.0825772
69.8,60,0.00100729,0.0833246
69.8,60.2,0.000958152,0.0840701
69.8,60.4,0.000909063,0.0848136
69.8,60.6,0.000860023,0.0855553
69.8,60.8,0.000811033,0.086295
69.8,61,0.000762092,0.0870329
69.8,61.2,0.000713201,0.0877688
69.8,61.4,0.000664359,0.088503
69.8,61.6,0.000615567,0.0892352
69.8,61.8,0.000566825,0.0899656
69.8,62,0.000518132,0.0906942
69.8,62.2,0.00046949,0.0914209
69.8,62.4,0.000420898,0.0921458
69.8,62.6,0.000372355,0.0928689
69.8,62.8,0.000323863,0.0935902
69.8,63,0.000275421,0.0943098
69.8,63.2,0.00022703,0.0950275
69.8,63.4,0.000178689,0.0957435
69.8,63.6,0.000130398,0.0964576
69.8,63.8,8.21576e-05,0.0971701
69.8,64,3.3968e-05,0.0978808
69.8,64.2,-1.41709e-05,0.0985897
69.8,64.4,-6.22591e-05,0.099297
69.8,64.6,-0.000110297,0.100002
69.8,64.8,-0.000158283,0.100706
69.8,65,-0.000206219,0.101408
69.8,65.2,-0.000254103,0.102109
69.8,65.4,-0.000301937,0.102807
69.8,65.6,-0.00034972,0.103504
69.8,65.8,-0.000397451,0.1042
69.8,66,-0.000445131,0.104894
69.8,66.2,-0.000492761,0.105586
69.8,66.4,-0.000540338,0.106276
69.8,66.6,-0.000587865,0.106965
69.8,66.8,-0.00063534,0.107652
69.8,67,-0.000682763,0.108337
69.8,67.2,-0.000730135,0.109021
69.8,67.4,-0.000777456,0.109704
69.8,67.6,-0.000824725,0.110384
69.8,67.8,-0.000871942,0.111063
69.8,68,-0.000919108,0.111741
69.8,68.2,-0.000966222,0.112417
69.8,68.4,-0.00101328,0.113091
69.8,68.6,-0.00106029,0.113764
69.8,68.8,-0.00110725,0.114435
