pO2,pCO2,f1,f2
97.7,66.4,0.0110141,0.0991322
97.7,66.6,0.0109918,0.0998164
97.7,66.8,0.0109695,0.100499
97.7,67,0.0109471,0.10118
97.7,67.2,0.0109248,0.101859
97.7,67.4,0.0109026,0.102537
97.7,67.6,0.0108803,0.103213
97.7,67.8,0.0108581,0.103888
97.7,68,0.0108358,0.104561
97.7,68.2,0.0108136,0.105232
97.7,68.4,0.0107914,0.105902
97.7,68.6,0.0107693,0.106571
97.7,68.8,0.0107471,0.107238
97.7,69,0.010725,0.107903
97.7,69.2,0.0107029,0.108567
97.7,69.4,0.0106808,0.109229
97.7,69.6,0.0106587,0.10989
97.7,69.8,0.0106366,0.110549
97.7,70,0.0106146,0.111207
98.15,30,0.015357,-0.0649526
98.15,30.2,0.0153332,-0.0637259
98.15,30.4,0.0153094,-0.0625049
98.15,30.6,0.0152855,-0.0612894
98.15,30.8,0.0152617,-0.0600795
98.15,31,0.0152379,-0.0588749
98.15,31.2,0.0152141,-0.0576758
98.15,31.4,0.0151903,-0.056482
98.15,31.6,0.0151664,-0.0552935
98.15,31.8,0.0151426,-0.0541102
98.15,32,0.0151188,-0.0529321
98.15,32.2,0.0150949,-0.0517591
98.15,32.4,0.0150711,-0.0505912
98.15,32.6,0.0150472,-0.0494284
98.15,32.8,0.0150234,-0.0482705
98.15,33,0.0149995,-0.0471176
98.15,33.2,0.0149757,-0.0459696
98.15,33.4,0.0149518,-0.0448264
98.15,33.6,0.014928,-0.043688
98.15,33.8,0.0149041,-0.0425544
98.15,34,0.0148803,-0.0414255
98.15,34.2,0.0148564,-0.0403013
98.15,34.4,0.0148326,-0.0391817
98.15,34.6,0.0148087,-0.0380667
98.15,34.8,0.0147849,-0.0369562
98.15,35,0.014761,-0.0358503
98.15,35.2,0.0147371,-0.0347488
98.15,35.4,0.0147133,-0.0336517
98.15,35.6,0.0146894,-0.0325591
98.15,35.8,0.0146656,-0.0314708
98.15,36,0.0146417,-0.0303868
98.15,36.2,0.0146179,-0.029307
98.15,36.4,0.014594,-0.0282315
98.15,36.6,0.0145702,-0.0271602
98.15,36.8,0.0145463,-0.0260931
98.15,37,0.0145225,-0.0250301
98.15,37.2,0.0144987,-0.0239712
98.15,37.4,0.0144748,-0.0229164
98.15,37.6,0.014451,-0.0218656
98.15,37.8,0.0144272,-0.0208188
98.15,38,0.0144033,-0.0197759
98.15,38.2,0.0143795,-0.018737
98.15,38.4,0.0143557,-0.017702
98.15,38.6,0.0143319,-0.0166708
98.15,38.8,0.0143081,-0.0156435
98.15,39,0.0142842,-0.01462
98.15,39.2,0.0142604,-0.0136002
98.15,39.4,0.0142366,-0.0125842
98.15,39.6,0.0142128,-0.0115719
98.15,39.8,0.014189,-0.0105633
98.15,40,0.0141653,-0.00955838
98.15,40.2,0.0141415,-0.00855705
98.15,40.4,0.0141177,-0.00755933
98.15,40.6,0.0140939,-0.00656517
98.15,40.8,0.0140702,-0.00557456
98.15,41,0.0140464,-0.00458746
98.15,41.2,0.0140227,-0.00360385
98.15,41.4,0.0139989,-0.0026237
98.15,41.6,0.0139752,-0.00164699
98.15,41.8,0.0139514,-0.000673692
98.15,42,0.0139277,0.000296225
98.15,42.2,0.013904,0.00126278
98.15,42.4,0.0138803,0.00222601
98.15,42.6,0.0138566,0.00318592
98.15,42.8,0.0138329,0.00414255
98.15,43,0.0138092,0.00509592
98.15,43.2,0.0137855,0.00604605
98.15,43.4,0.0137618,0.00699297
98.15,43.6,0.0137381,0.00793669
98.15,43.8,0.0137145,0.00887725
98.15,44,0.0136908,0.00981467
98.15,44.2,0.0136672,0.010749
98.15,44.4,0.0136435,0.0116802
98.15,44.6,0.0136199,0.0126083
98.15,44.8,0.0135963,0.0135333
98.15,45,0.0135727,0.0144554
98.15,45.2,0.0135491,0.0153744
98.15,45.4,0.0135255,0.0162904
98.15,45.6,0.0135019,0.0172034
98.15,45.8,0.0134783,0.0181135
98.15,46,0.0134548,0.0190207
98.15,46.2,0.0134312,0.019925
98.15,46.4,0.0134077,0.0208263
98.15,46.6,0.0133841,0.0217248
98.15,46.8,0.0133606,0.0226205
98.15,47,0.0133371,0.0235133
98.15,47.2,0.0133136,0.0244033
98.15,47.4,0.0132901,0.0252905
98.15,47.6,0.0132666,0.0261749
98.15,47.8,0.0132431,0.0270566
98.15,48,0.0132196,0.0279355
98.15,48.2,0.0131962,0.0288118
98.15,48.4,0.0131727,0.0296853
98.15,48.6,0.0131493,0.0305561
98.15,48.8,0.0131259,0.0314242
98.15,49,0.0131025,0.0322898
98.15,49.2,0.0130791,0.0331526
98.15,49.4,0.0130557,0.0340129
98.15,49.6,0.0130323,0.0348705
98.15,49.8,0.0130089,0.0357256
98.15,50,0.0129856,0.0365781
98.15,50.2,0.0129622,0.0374281
98.15,50.4,0.0129389,0.0382755
98.15,50.6,0.0129156,0.0391204
98.15,50.8,0.0128923,0.0399628
98.15,51,0.012869,0.0408027
98.15,51.2,0.0128457,0.0416402
98.15,51.4,0.0128224,0.0424752
98.15,51.6,0.0127992,0.0433077
98.15,51.8,0.0127759,0.0441379
98.15,52,0.0127527,0.0449656
98.15,52.2,0.0127295,0.0457909
98.15,52.4,0.0127063,0.0466138
98.15,52.6,0.0126831,0.0474344
98.15,52.8,0.0126599,0.0482526
98.15,53,0.0126367,0.0490685
98.15,53.2,0.0126136,0.0498821
98.15,53.4,0.0125904,0.0506933
98.15,53.6,0.0125673,0.0515023
98.15,53.8,0.0125442,0.0523089
98.15,54,0.0125211,0.0531133
98.15,54.2,0.012498,0.0539155
98.15,54.4,0.0124749,0.0547154
98.15,54.6,0.0124519,0.055513
98.15,54.8,0.0124288,0.0563085
98.15,55,0.0124058,0.0571017
98.15,55.2,0.0123828,0.0578928
98.15,55.4,0.0123598,0.0586817
98.15,55.6,0.0123368,0.0594684
98.15,55.8,0.0123138,0.060253
98.15,56,0.0122909,0.0610354
98.15,56.2,0.0122679,0.0618157
98.15,56.4,0.012245,0.0625939
98.15,56.6,0.0122221,0.0633699
98.15,56.8,0.0121992,0.0641439
98.15,57,0.0121763,0.0649158
98.15,57.2,0.0121534,0.0656857
98.15,57.4,0.0121306,0.0664534
98.15,57.6,0.0121077,0.0672192
98.15,57.8,0.0120849,0.0679829
98.15,58,0.0120621,0.0687445
98.15,58.2,0.0120393,0.0695042
98.15,58.4,0.0120165,0.0702619
98.15,58.6,0.0119937,0.0710175
98.15,58.8,0.011971,0.0717712
98.15,59,0.0119483,0.0725229
98.15,59.2,0.0119255,0.0732727
98.15,59.4,0.0119028,0.0740205
98.15,59.6,0.0118801,0.0747664
98.15,59.8,0.0118575,0.0755104
98.15,60,0.0118348,0.0762524
98.15,60.2,0.0118122,0.0769925
98.15,60.4,0.0117895,0.0777308
98.15,60.6,0.0117669,0.0784671
98.15,60.8,0.0117443,0.0792016
98.15,61,0.0117218,0.0799342
98.15,61.2,0.0116992,0.080665
98.15,61.4,0.0116767,0.0813939
98.15,61.6,0.0116541,0.082121
98.15,61.8,0.0116316,0.0828463
98.15,62,0.0116091,0.0835697
98.15,62.2,0.0115866,0.0842913
98.15,62.4,0.0115642,0.0850112
98.15,62.6,0.0115417,0.0857292
98.15,62.8,0.0115193,0.0864455
98.15,63,0.0114969,0.08716
98.15,63.2,0.0114745,0.0878727
98.15,63.4,0.0114521,0.0885837
98.15,63.6,0.0114297,0.0892929
98.15,63.8,0.0114074,0.0900004
98.15,64,0.0113851,0.0907062
98.15,64.2,0.0113628,0.0914103
98.15,64.4,0.0113405,0.0921126
98.15,64.6,0.0113182,0.0928133
98.15,64.8,0.0112959,0.0935122
98.15,65,0.0112737,0.0942095
98.15,65.2,0.0112514,0.0949051
98.15,65.4,0.0112292,0.0955991
98.15,65.6,0.011207,0.0962913
98.15,65.8,0.0111849,0.096982
98.15,66,0.0111627,0.097671
98.15,66.2,0.0111406,0.0983583
98.15,66.4,0.0111184,0.0990441
98.15,66.6,0.0110963,0.0997282
98.15,66.8,0.0110742,0.100411
98.15,67,0.0110522,0.101092
98.15,67.2,0.0110301,0.101771
98.15,67.4,0.0110081,0.102449
98.15,67.6,0.0109861,0.103125
98.15,67.8,0.0109641,0.103799
98.15,68,0.0109421,0.104472
98.15,68.2,0.0109201,0.105144
98.15,68.4,0.0108982,0.105814
98.15,68.6,0.0108762,0.106482
98.15,68.8,0.0108543,0.107149
98.15,69,0.0108324,0.107814
98.15,69.2,0.0108106,0.108478
98.15,69.4,0.0107887,0.10914
98.15,69.6,0.0107669,0.109801
98.15,69.8,0.010745,0.11046
98.15,70,0.0107232,0.111118
98.6,30,0.0154128,-0.0650236
98.6,30.2,0.0153893,-0.0637971
98.6,30.4,0.0153657,-0.0625762
98.6,30.6,0.0153422,-0.0613608
98.6,30.8,0.0153186,-0.060151
98.6,31,0.0152951,-0.0589466
98.6,31.2,0.0152715,-0.0577476
98.6,31.4,0.015248,-0.056554
98.6,31.6,0.0152244,-0.0553656
98.6,31.8,0.0152009,-0.0541824
98.6,32,0.0151773,-0.0530045
98.6,32.2,0.0151537,-0.0518316
98.6,32.4,0.0151301,-0.0506639
98.6,32.6,0.0151066,-0.0495012
98.6,32.8,0.015083,-0.0483435
98.6,33,0.0150594,-0.0471907
98.6,33.2,0.0150358,-0.0460428
98.6,33.4,0.0150122,-0.0448997
98.6,33.6,0.0149887,-0.0437615
98.6,33.8,0.0149651,-0.042628
98.6,34,0.0149415,-0.0414992
98.6,34.2,0.0149179,-0.0403751
98.6,34.4,0.0148943,-0.0392557
98.6,34.6,0.0148707,-0.0381408
98.6,34.8,0.0148471,-0.0370305
98.6,35,0.0148236,-0.0359246
98.6,35.2,0.0148,-0.0348233
98.6,35.4,0.0147764,-0.0337263
98.6,35.6,0.0147528,-0.0326338
98.6,35.8,0.0147292,-0.0315456
98.6,36,0.0147056,-0.0304617
98.6,36.2,0.014682,-0.0293821
98.6,36.4,0.0146585,-0.0283067
98.6,36.6,0.0146349,-0.0272355
98.6,36.8,0.0146113,-0.0261685
98.6,37,0.0145877,-0.0251056
98.6,37.2,0.0145642,-0.0240469
98.6,37.4,0.0145406,-0.0229921
98.6,37.6,0.014517,-0.0219415
98.6,37.8,0.0144935,-0.0208948
98.6,38,0.0144699,-0.019852
98.6,38.2,0.0144463,-0.0188132
98.6,38.4,0.0144228,-0.0177783
98.6,38.6,0.0143992,-0.0167473
98.6,38.8,0.0143757,-0.01572
98.6,39,0.0143521,-0.0146966
98.6,39.2,0.0143286,-0.013677
98.6,39.4,0.0143051,-0.0126611
98.6,39.6,0.0142815,-0.0116489
98.6,39.8,0.014258,-0.0106404
98.6,40,0.0142345,-0.00963559
98.6,40.2,0.014211,-0.00863437
98.6,40.4,0.0141875,-0.00763675
98.6,40.6,0.014164,-0.0066427
98.6,40.8,0.0141405,-0.00565219
98.6,41,0.014117,-0.0046652
98.6,41.2,0.0140935,-0.00368169
98.6,41.4,0.01407,-0.00270165
98.6,41.6,0.0140465,-0.00172504
98.6,41.8,0.014023,-0.000751839
98.6,42,0.0139996,0.000217977
98.6,42.2,0.0139761,0.00118443
98.6,42.4,0.0139527,0.00214756
98.6,42.6,0.0139292,0.00310737
98.6,42.8,0.0139058,0.0040639
98.6,43,0.0138824,0.00501717
98.6,43.2,0.0138589,0.0059672
98.6,43.4,0.0138355,0.00691402
98.6,43.6,0.0138121,0.00785765
98.6,43.8,0.0137887,0.00879812
98.6,44,0.0137653,0.00973544
98.6,44.2,0.013742,0.0106696
98.6,44.4,0.0137186,0.0116007
98.6,44.6,0.0136952,0.0125288
98.6,44.8,0.0136718,0.0134537
98.6,45,0.0136485,0.0143757
98.6,45.2,0.0136252,0.0152946
98.6,45.4,0.0136018,0.0162105
98.6,45.6,0.0135785,0.0171235
98.6,45.8,0.0135552,0.0180335
98.6,46,0.0135319,0.0189405
98.6,46.2,0.0135086,0.0198447
98.6,46.4,0.0134853,0.020746
98.6,46.6,0.013462,0.0216444
98.6,46.8,0.0134388,0.02254
98.6,47,0.0134155,0.0234327
98.6,47.2,0.0133923,0.0243226
98.6,47.4,0.013369,0.0252097
98.6,47.6,0.0133458,0.0260941
98.6,47.8,0.0133226,0.0269756
98.6,48,0.0132994,0.0278545
98.6,48.2,0.0132762,0.0287306
98.6,48.4,0.013253,0.029604
98.6,48.6,0.0132298,0.0304748
98.6,48.8,0.0132066,0.0313429
98.6,49,0.0131835,0.0322083
98.6,49.2,0.0131604,0.0330711
98.6,49.4,0.0131372,0.0339312
98.6,49.6,0.0131141,0.0347888
98.6,49.8,0.013091,0.0356438
98.6,50,0.0130679,0.0364962
98.6,50.2,0.0130448,0.0373461
98.6,50.4,0.0130217,0.0381935
98.6,50.6,0.0129987,0.0390383
98.6,50.8,0.0129756,0.0398806
98.6,51,0.0129526,0.0407204
98.6,51.2,0.0129296,0.0415578
98.6,51.4,0.0129066,0.0423927
98.6,51.6,0.0128836,0.0432252
98.6,51.8,0.0128606,0.0440552
98.6,52,0.0128376,0.0448829
98.6,52.2,0.0128146,0.0457081
98.6,52.4,0.0127917,0.046531
98.6,52.6,0.0127687,0.0473515
98.6,52.8,0.0127458,0.0481696
98.6,53,0.0127229,0.0489854
98.6,53.2,0.0127,0.0497989
98.6,53.4,0.0126771,0.0506101
98.6,53.6,0.0126542,0.0514189
98.6,53.8,0.0126314,0.0522255
98.6,54,0.0126085,0.0530299
98.6,54.2,0.0125857,0.0538319
98.6,54.4,0.0125629,0.0546318
98.6,54.6,0.0125401,0.0554294
98.6,54.8,0.0125173,0.0562247
98.6,55,0.0124945,0.0570179
98.6,55.2,0.0124717,0.0578089
98.6,55.4,0.012449,0.0585977
98.6,55.6,0.0124263,0.0593844
98.6,55.8,0.0124035,0.0601688
98.6,56,0.0123808,0.0609512
98.6,56.2,0.0123581,0.0617314
98.6,56.4,0.0123354,0.0625095
98.6,56.6,0.0123128,0.0632855
98.6,56.8,0.0122901,0.0640594
98.6,57,0.0122675,0.0648313
98.6,57.2,0.0122449,0.065601
98.6,57.4,0.0122223,0.0663687
98.6,57.6,0.0121997,0.0671344
98.6,57.8,0.0121771,0.067898
98.6,58,0.0121545,0.0686596
98.6,58.2,0.012132,0.0694192
98.6,58.4,0.0121095,0.0701768
98.6,58.6,0.0120869,0.0709324
98.6,58.8,0.0120644,0.0716861
98.6,59,0.0120419,0.0724377
98.6,59.2,0.0120195,0.0731874
98.6,59.4,0.011997,0.0739352
98.6,59.6,0.0119746,0.074681
98.6,59.8,0.0119522,0.0754249
98.6,60,0.0119297,0.0761668
98.6,60.2,0.0119073,0.0769069
98.6,60.4,0.011885,0.0776451
98.6,60.6,0.0118626,0.0783814
98.6,60.8,0.0118403,0.0791158
98.6,61,0.0118179,0.0798484
98.6,61.2,0.0117956,0.0805791
98.6,61.4,0.0117733,0.0813079
98.6,61.6,0.011751,0.0820349
98.6,61.8,0.0117288,0.0827601
98.6,62,0.0117065,0.0834835
98.6,62.2,0.0116843,0.0842051
98.6,62.4,0.0116621,0.0849248
98.6,62.6,0.0116399,0.0856428
98.6,62.8,0.0116177,0.086359
98.6,63,0.0115955,0.0870735
98.6,63.2,0.0115733,0.0877861
98.6,63.4,0.0115512,0.0884971
98.6,63.6,0.0115291,0.0892062
98.6,63.8,0.011507,0.0899137
98.6,64,0.0114849,0.0906194
98.6,64.2,0.0114628,0.0913234
98.6,64.4,0.0114408,0.0920257
98.6,64.6,0.0114187,0.0927263
98.6,64.8,0.0113967,0.0934252
98.6,65,0.0113747,0.0941224
98.6,65.2,0.0113527,0.094818
98.6,65.4,0.0113307,0.0955118
98.6,65.6,0.0113088,0.0962041
98.6,65.8,0.0112869,0.0968946
98.6,66,0.0112649,0.0975836
98.6,66.2,0.011243,0.0982709
98.6,66.4,0.0112212,0.0989565
98.6,66.6,0.0111993,0.0996406
98.6,66.8,0.0111774,0.100323
98.6,67,0.0111556,0.101004
98.6,67.2,0.0111338,0.101683
98.6,67.4,0.011112,0.102361
98.6,67.6,0.0110902,0.103037
98.6,67.8,0.0110684,0.103711
98.6,68,0.0110467,0.104384
98.6,68.2,0.011025,0.105056
98.6,68.4,0.0110033,0.105726
98.6,68.6,0.0109816,0.106394
98.6,68.8,0.0109599,0.107061
98.6,69,0.0109382,0.107726
98.6,69.2,0.0109166,0.10839
98.6,69.4,0.010895,0.109052
98.6,69.6,0.0108734,0.109713
98.6,69.8,0.0108518,0.110372
98.6,70,0.0108302,0.11103
99.05,30,0.0154678,-0.065094
99.05,30.2,0.0154445,-0.0638676
99.05,30.4,0.0154212,-0.0626469
99.05,30.6,0.0153979,-0.0614317
99.05,30.8,0.0153747,-0.060222
99.05,31,0.0153514,-0.0590178
99.05,31.2,0.0153281,-0.0578189
99.05,31.4,0.0153048,-0.0566254
99.05,31.6,0.0152815,-0.0554371
99.05,31.8,0.0152582,-0.0542541
99.05,32,0.0152349,-0.0530763
99.05,32.2,0.0152116,-0.0519036
99.05,32.4,0.0151883,-0.050736
99.05,32.6,0.015165,-0.0495734
99.05,32.8,0.0151417,-0.0484158
99.05,33,0.0151183,-0.0472632
99.05,33.2,0.015095,-0.0461154
99.05,33.4,0.0150717,-0.0449725
99.05,33.6,0.0150484,-0.0438344
99.05,33.8,0.0150251,-0.042701
99.05,34,0.0150017,-0.0415724
99.05,34.2,0.0149784,-0.0404484
99.05,34.4,0.0149551,-0.0393291
99.05,34.6,0.0149318,-0.0382143
99.05,34.8,0.0149084,-0.0371041
99.05,35,0.0148851,-0.0359984
99.05,35.2,0.0148618,-0.0348972
99.05,35.4,0.0148385,-0.0338003
99.05,35.6,0.0148152,-0.0327079
99.05,35.8,0.0147918,-0.0316198
99.05,36,0.0147685,-0.0305361
99.05,36.2,0.0147452,-0.0294566
99.05,36.4,0.0147219,-0.0283813
99.05,36.6,0.0146986,-0.0273103
99.05,36.8,0.0146752,-0.0262434
99.05,37,0.0146519,-0.0251806
99.05,37.2,0.0146286,-0.024122
99.05,37.4,0.0146053,-0.0230674
99.05,37.6,0.014582,-0.0220168
99.05,37.8,0.0145587,-0.0209702
99.05,38,0.0145354,-0.0199276
99.05,38.2,0.0145121,-0.0188889
99.05,38.4,0.0144888,-0.0178541
99.05,38.6,0.0144655,-0.0168231
99.05,38.8,0.0144423,-0.015796
99.05,39,0.014419,-0.0147727
99.05,39.2,0.0143957,-0.0137532
99.05,39.4,0.0143724,-0.0127374
99.05,39.6,0.0143492,-0.0117253
99.05,39.8,0.0143259,-0.010717
99.05,40,0.0143026,-0.00971222
99.05,40.2,0.0142794,-0.00871111
99.05,40.4,0.0142561,-0.00771359
99.05,40.6,0.0142329,-0.00671965
99.05,40.8,0.0142096,-0.00572924
99.05,41,0.0141864,-0.00474235
99.05,41.2,0.0141632,-0.00375895
99.05,41.4,0.01414,-0.00277901
99.05,41.6,0.0141167,-0.0018025
99.05,41.8,0.0140935,-0.000829406
99.05,42,0.0140703,0.000140309
99.05,42.2,0.0140471,0.00110667
99.05,42.4,0.0140239,0.00206969
99.05,42.6,0.0140008,0.0030294
99.05,42.8,0.0139776,0.00398584
99.05,43,0.0139544,0.00493901
99.05,43.2,0.0139313,0.00588894
99.05,43.4,0.0139081,0.00683567
99.05,43.6,0.013885,0.0077792
99.05,43.8,0.0138618,0.00871957
99.05,44,0.0138387,0.00965679
99.05,44.2,0.0138156,0.0105909
99.05,44.4,0.0137924,0.0115219
99.05,44.6,0.0137693,0.0124498
99.05,44.8,0.0137462,0.0133747
99.05,45,0.0137231,0.0142965
99.05,45.2,0.0137001,0.0152154
99.05,45.4,0.013677,0.0161312
99.05,45.6,0.0136539,0.0170441
99.05,45.8,0.0136309,0.017954
99.05,46,0.0136078,0.018861
99.05,46.2,0.0135848,0.0197651
99.05,46.4,0.0135617,0.0206662
99.05,46.6,0.0135387,0.0215646
99.05,46.8,0.0135157,0.02246
99.05,47,0.0134927,0.0233527
99.05,47.2,0.0134697,0.0242425
99.05,47.4,0.0134467,0.0251295
99.05,47.6,0.0134238,0.0260138
99.05,47.8,0.0134008,0.0268953
99.05,48,0.0133779,0.027774
99.05,48.2,0.0133549,0.0286501
99.05,48.4,0.013332,0.0295234
99.05,48.6,0.0133091,0.0303941
99.05,48.8,0.0132862,0.0312621
99.05,49,0.0132633,0.0321274
99.05,49.2,0.0132404,0.0329901
99.05,49.4,0.0132175,0.0338502
99.05,49.6,0.0131946,0.0347077
99.05,49.8,0.0131718,0.0355626
99.05,50,0.0131489,0.0364149
99.05,50.2,0.0131261,0.0372647
99.05,50.4,0.0131033,0.038112
99.05,50.6,0.0130805,0.0389567
99.05,50.8,0.0130577,0.039799
99.05,51,0.0130349,0.0406387
99.05,51.2,0.0130121,0.041476
99.05,51.4,0.0129894,0.0423109
99.05,51.6,0.0129666,0.0431433
99.05,51.8,0.0129439,0.0439732
99.05,52,0.0129212,0.0448008
99.05,52.2,0.0128984,0.045626
99.05,52.4,0.0128757,0.0464487
99.05,52.6,0.0128531,0.0472692
99.05,52.8,0.0128304,0.0480872
99.05,53,0.0128077,0.0489029
99.05,53.2,0.0127851,0.0497164
99.05,53.4,0.0127624,0.0505274
99.05,53.6,0.0127398,0.0513362
99.05,53.8,0.0127172,0.0521428
99.05,54,0.0126946,0.052947
99.05,54.2,0.012672,0.053749
99.05,54.4,0.0126495,0.0545488
99.05,54.6,0.0126269,0.0553463
99.05,54.8,0.0126044,0.0561416
99.05,55,0.0125818,0.0569347
99.05,55.2,0.0125593,0.0577256
99.05,55.4,0.0125368,0.0585143
99.05,55.6,0.0125143,0.0593009
99.05,55.8,0.0124918,0.0600853
99.05,56,0.0124694,0.0608676
99.05,56.2,0.0124469,0.0616478
99.05,56.4,0.0124245,0.0624258
99.05,56.6,0.0124021,0.0632018
99.05,56.8,0.0123797,0.0639756
99.05,57,0.0123573,0.0647474
99.05,57.2,0.0123349,0.0655171
99.05,57.4,0.0123126,0.0662847
99.05,57.6,0.0122902,0.0670503
99.05,57.8,0.0122679,0.0678138
99.05,58,0.0122456,0.0685754
99.05,58.2,0.0122233,0.0693349
99.05,58.4,0.012201,0.0700924
99.05,58.6,0.0121787,0.070848
99.05,58.8,0.0121564,0.0716015
99.05,59,0.0121342,0.0723531
99.05,59.2,0.012112,0.0731027
99.05,59.4,0.0120898,0.0738504
99.05,59.6,0.0120676,0.0745962
99.05,59.8,0.0120454,0.07534
99.05,60,0.0120232,0.0760819
99.05,60.2,0.0120011,0.0768219
99.05,60.4,0.0119789,0.07756
99.05,60.6,0.0119568,0.0782963
99.05,60.8,0.0119347,0.0790306
99.05,61,0.0119126,0.0797631
99.05,61.2,0.0118905,0.0804937
99.05,61.4,0.0118685,0.0812225
99.05,61.6,0.0118464,0.0819495
99.05,61.8,0.0118244,0.0826746
99.05,62,0.0118024,0.0833979
99.05,62.2,0.0117804,0.0841194
99.05,62.4,0.0117584,0.0848392
99.05,62.6,0.0117365,0.0855571
99.05,62.8,0.0117145,0.0862732
99.05,63,0.0116926,0.0869876
99.05,63.2,0.0116707,0.0877002
99.05,63.4,0.0116488,0.0884111
99.05,63.6,0.0116269,0.0891202
99.05,63.8,0.011605,0.0898276
99.05,64,0.0115832,0.0905332
99.05,64.2,0.0115614,0.0912372
99.05,64.4,0.0115395,0.0919394
99.05,64.6,0.0115177,0.0926399
99.05,64.8,0.011496,0.0933388
99.05,65,0.0114742,0.0940359
99.05,65.2,0.0114524,0.0947314
99.05,65.4,0.0114307,0.0954253
99.05,65.6,0.011409,0.0961174
99.05,65.8,0.0113873,0.0968079
99.05,66,0.0113656,0.0974968
99.05,66.2,0.0113439,0.0981841
99.05,66.4,0.0113223,0.0988697
99.05,66.6,0.0113007,0.0995537
99.05,66.8,0.011279,0.100236
99.05,67,0.0112574,0.100917
99.05,67.2,0.0112359,0.101596
99.05,67.4,0.0112143,0.102274
99.05,67.6,0.0111928,0.10295
99.05,67.8,0.0111712,0.103624
99.05,68,0.0111497,0.104297
99.05,68.2,0.0111282,0.104968
99.05,68.4,0.0111067,0.105638
99.05,68.6,0.0110853,0.106306
99.05,68.8,0.0110638,0.106973
99.05,69,0.0110424,0.107638
99.05,69.2,0.011021,0.108302
99.05,69.4,0.0109996,0.108964
99.05,69.6,0.0109782,0.109625
99.05,69.8,0.0109569,0.110284
99.05,70,0.0109356,0.110942
99.5,30,0.0155218,-0.0651639
99.5,30.2,0.0154988,-0.0639377
99.5,30.4,0.0154758,-0.0627171
99.5,30.6,0.0154528,-0.0615021
99.5,30.8,0.0154298,-0.0602925
99.5,31,0.0154068,-0.0590884
99.5,31.2,0.0153837,-0.0578897
99.5,31.4,0.0153607,-0.0566963
99.5,31.6,0.0153377,-0.0555082
99.5,31.8,0.0153146,-0.0543253
99.5,32,0.0152916,-0.0531476
99.5,32.2,0.0152686,-0.0519751
99.5,32.4,0.0152455,-0.0508076
99.5,32.6,0.0152225,-0.0496451
99.5,32.8,0.0151994,-0.0484877
99.5,33,0.0151763,-0.0473351
99.5,33.2,0.0151533,-0.0461875
99.5,33.4,0.0151302,-0.0450447
99.5,33.6,0.0151072,-0.0439067
99.5,33.8,0.0150841,-0.0427735
99.5,34,0.015061,-0.041645
99.5,34.2,0.015038,-0.0405212
99.5,34.4,0.0150149,-0.0394019
99.5,34.6,0.0149919,-0.0382873
99.5,34.8,0.0149688,-0.0371772
99.5,35,0.0149457,-0.0360716
99.5,35.2,0.0149227,-0.0349705
99.5,35.4,0.0148996,-0.0338738
99.5,35.6,0.0148765,-0.0327815
99.5,35.8,0.0148535,-0.0316936
99.5,36,0.0148304,-0.0306099
99.5,36.2,0.0148074,-0.0295305
99.5,36.4,0.0147843,-0.0284554
99.5,36.6,0.0147612,-0.0273845
99.5,36.8,0.0147382,-0.0263177
99.5,37,0.0147151,-0.025255
99.5,37.2,0.0146921,-0.0241965
99.5,37.4,0.014669,-0.023142
99.5,37.6,0.014646,-0.0220915
99.5,37.8,0.014623,-0.0210451
99.5,38,0.0145999,-0.0200025
99.5,38.2,0.0145769,-0.018964
99.5,38.4,0.0145538,-0.0179293
99.5,38.6,0.0145308,-0.0168985
99.5,38.8,0.0145078,-0.0158715
99.5,39,0.0144848,-0.0148483
99.5,39.2,0.0144617,-0.0138289
99.5,39.4,0.0144387,-0.0128132
99.5,39.6,0.0144157,-0.0118012
99.5,39.8,0.0143927,-0.0107929
99.5,40,0.0143697,-0.00978829
99.5,40.2,0.0143467,-0.00878728
99.5,40.4,0.0143237,-0.00778987
99.5,40.6,0.0143007,-0.00679603
99.5,40.8,0.0142778,-0.00580573
99.5,41,0.0142548,-0.00481894
99.5,41.2,0.0142318,-0.00383564
99.5,41.4,0.0142088,-0.0028558
99.5,41.6,0.0141859,-0.0018794
99.5,41.8,0.0141629,-0.000906399
99.5,42,0.01414,6.32158e-05
99.5,42.2,0.014117,0.00102947
99.5,42.4,0.0140941,0.0019924
99.5,42.6,0.0140712,0.00295201
99.5,42.8,0.0140483,0.00390835
99.5,43,0.0140253,0.00486142
99.5,43.2,0.0140024,0.00581126
99.5,43.4,0.0139795,0.00675789
99.5,43.6,0.0139567,0.00770133
99.5,43.8,0.0139338,0.0086416
99.5,44,0.0139109,0.00957873
99.5,44.2,0.013888,0.0105127
99.5,44.4,0.0138652,0.0114437
99.5,44.6,0.0138423,0.0123715
99.5,44.8,0.0138195,0.0132963
99.5,45,0.0137966,0.014218
99.5,45.2,0.0137738,0.0151367
99.5,45.4,0.013751,0.0160525
99.5,45.6,0.0137282,0.0169653
99.5,45.8,0.0137054,0.0178751
99.5,46,0.0136826,0.018782
99.5,46.2,0.0136598,0.019686
99.5,46.4,0.013637,0.0205871
99.5,46.6,0.0136142,0.0214853
99.5,46.8,0.0135915,0.0223807
99.5,47,0.0135687,0.0232732
99.5,47.2,0.013546,0.024163
99.5,47.4,0.0135233,0.0250499
99.5,47.6,0.0135005,0.0259341
